산출기준,연도,질환구분,성별,연령,등록건수
신규등록자,2015,중복암,남,70~74,0
신규등록자,2015,중복암,남,75~79,0
신규등록자,2015,중복암,남,80~84,0
신규등록자,2015,중복암,남,85~89,0
신규등록자,2015,중복암,남,90~94,0
신규등록자,2015,중복암,남,95~99,0
신규등록자,2015,중복암,남,100 이상,0
신규등록자,2015,중복암,여,0~4,0
신규등록자,2015,중복암,여,5~9,0
신규등록자,2015,중복암,여,10~14,0
신규등록자,2015,중복암,여,15~19,0
신규등록자,2015,중복암,여,20~24,0
신규등록자,2015,중복암,여,25~29,0
신규등록자,2015,중복암,여,30~34,0
신규등록자,2015,중복암,여,35~39,0
신규등록자,2015,중복암,여,40~44,0
신규등록자,2015,중복암,여,45~49,0
신규등록자,2015,중복암,여,50~54,0
신규등록자,2015,중복암,여,55~59,0
신규등록자,2015,중복암,여,60~64,0
신규등록자,2015,중복암,여,65~69,0
신규등록자,2015,중복암,여,70~74,0
신규등록자,2015,중복암,여,75~79,0
신규등록자,2015,중복암,여,80~84,0
신규등록자,2015,중복암,여,85~89,0
신규등록자,2015,중복암,여,90~94,0
신규등록자,2015,중복암,여,95~99,0
신규등록자,2015,중복암,여,100 이상,0
신규등록자,2016,중복암,남,0~4,0
신규등록자,2016,중복암,남,5~9,0
신규등록자,2016,중복암,남,10~14,0
신규등록자,2016,중복암,남,15~19,0
신규등록자,2016,중복암,남,20~24,0
신규등록자,2016,중복암,남,25~29,0
신규등록자,2016,중복암,남,30~34,0
신규등록자,2016,중복암,남,35~39,0
신규등록자,2016,중복암,남,40~44,0
신규등록자,2016,중복암,남,45~49,0
신규등록자,2016,중복암,남,50~54,0
신규등록자,2016,중복암,남,55~59,0
신규등록자,2016,중복암,남,60~64,0
신규등록자,2016,중복암,남,65~69,0
신규등록자,2016,중복암,남,70~74,0
신규등록자,2016,중복암,남,75~79,0
신규등록자,2016,중복암,남,80~84,0
신규등록자,2016,중복암,남,85~89,0
신규등록자,2016,중복암,남,90~94,0
신규등록자,2016,중복암,남,95~99,0
신규등록자,2016,중복암,남,100 이상,0
신규등록자,2016,중복암,여,0~4,0
신규등록자,2016,중복암,여,5~9,0
신규등록자,2016,중복암,여,10~14,0
신규등록자,2016,중복암,여,15~19,0
신규등록자,2016,중복암,여,20~24,0
신규등록자,2016,중복암,여,25~29,0
신규등록자,2016,중복암,여,30~34,0
신규등록자,2016,중복암,여,35~39,0
신규등록자,2016,중복암,여,40~44,0
신규등록자,2016,중복암,여,45~49,0
신규등록자,2016,중복암,여,50~54,0
신규등록자,2016,중복암,여,55~59,0
신규등록자,2016,중복암,여,60~64,0
신규등록자,2016,중복암,여,65~69,0
신규등록자,2016,중복암,여,70~74,0
신규등록자,2016,중복암,여,75~79,0
신규등록자,2016,중복암,여,80~84,0
신규등록자,2016,중복암,여,85~89,0
신규등록자,2016,중복암,여,90~94,0
신규등록자,2016,중복암,여,95~99,0
신규등록자,2016,중복암,여,100 이상,0
신규등록자,2017,중복암,남,0~4,14
신규등록자,2017,중복암,남,5~9,26
신규등록자,2017,중복암,남,10~14,54
신규등록자,2017,중복암,남,15~19,81
신규등록자,2017,중복암,남,20~24,97
신규등록자,2017,중복암,남,25~29,104
신규등록자,2017,중복암,남,30~34,136
신규등록자,2017,중복암,남,35~39,246
신규등록자,2017,중복암,남,40~44,346
신규등록자,2017,중복암,남,45~49,509
신규등록자,2017,중복암,남,50~54,922
신규등록자,2017,중복암,남,55~59,1755
신규등록자,2017,중복암,남,60~64,2378
신규등록자,2017,중복암,남,65~69,2870
신규등록자,2017,중복암,남,70~74,2980
신규등록자,2017,중복암,남,75~79,2934
신규등록자,2017,중복암,남,80~84,1484
신규등록자,2017,중복암,남,85~89,431
신규등록자,2017,중복암,남,90~94,77
신규등록자,2017,중복암,남,95~99,7
신규등록자,2017,중복암,남,100 이상,1
신규등록자,2017,중복암,여,0~4,15
신규등록자,2017,중복암,여,5~9,40
신규등록자,2017,중복암,여,10~14,32
신규등록자,2017,중복암,여,15~19,44
신규등록자,2017,중복암,여,20~24,75
신규등록자,2017,중복암,여,25~29,145
신규등록자,2017,중복암,여,30~34,283
신규등록자,2017,중복암,여,35~39,643
신규등록자,2017,중복암,여,40~44,1125
신규등록자,2017,중복암,여,45~49,1773
신규등록자,2017,중복암,여,50~54,2104
신규등록자,2017,중복암,여,55~59,2486
신규등록자,2017,중복암,여,60~64,2270
신규등록자,2017,중복암,여,65~69,1719
신규등록자,2017,중복암,여,70~74,1451
신규등록자,2017,중복암,여,75~79,1302
신규등록자,2017,중복암,여,80~84,635
신규등록자,2017,중복암,여,85~89,230
신규등록자,2017,중복암,여,90~94,42
신규등록자,2017,중복암,여,95~99,14
신규등록자,2017,중복암,여,100 이상,1
신규등록자,2018,중복암,남,0~4,19
신규등록자,2018,중복암,남,5~9,15
신규등록자,2018,중복암,남,10~14,42
신규등록자,2018,중복암,남,15~19,50
신규등록자,2018,중복암,남,20~24,71
신규등록자,2018,중복암,남,25~29,100
신규등록자,2018,중복암,남,30~34,100
신규등록자,2018,중복암,남,35~39,222
신규등록자,2018,중복암,남,40~44,283
신규등록자,2018,중복암,남,45~49,511
신규등록자,2018,중복암,남,50~54,853
신규등록자,2018,중복암,남,55~59,1638
신규등록자,2018,중복암,남,60~64,2394
신규등록자,2018,중복암,남,65~69,2826
신규등록자,2018,중복암,남,70~74,3266
신규등록자,2018,중복암,남,75~79,3353
신규등록자,2018,중복암,남,80~84,1924
신규등록자,2018,중복암,남,85~89,697
신규등록자,2018,중복암,남,90~94,121
신규등록자,2018,중복암,남,95~99,18
신규등록자,2018,중복암,남,100 이상,0
신규등록자,2018,중복암,여,0~4,26
신규등록자,2018,중복암,여,5~9,33
신규등록자,2018,중복암,여,10~14,34
신규등록자,2018,중복암,여,15~19,46
신규등록자,2018,중복암,여,20~24,98
신규등록자,2018,중복암,여,25~29,129
신규등록자,2018,중복암,여,30~34,284
신규등록자,2018,중복암,여,35~39,614
신규등록자,2018,중복암,여,40~44,1000
신규등록자,2018,중복암,여,45~49,1569
신규등록자,2018,중복암,여,50~54,1821
신규등록자,2018,중복암,여,55~59,2218
신규등록자,2018,중복암,여,60~64,2065
신규등록자,2018,중복암,여,65~69,1628
신규등록자,2018,중복암,여,70~74,1510
신규등록자,2018,중복암,여,75~79,1475
신규등록자,2018,중복암,여,80~84,898
신규등록자,2018,중복암,여,85~89,353
신규등록자,2018,중복암,여,90~94,83
신규등록자,2018,중복암,여,95~99,12
신규등록자,2018,중복암,여,100 이상,1
신규등록자,2019,중복암,남,0~4,18
신규등록자,2019,중복암,남,5~9,29
신규등록자,2019,중복암,남,10~14,23
신규등록자,2019,중복암,남,15~19,40
신규등록자,2019,중복암,남,20~24,58
신규등록자,2019,중복암,남,25~29,86
신규등록자,2019,중복암,남,30~34,116
신규등록자,2019,중복암,남,35~39,178
신규등록자,2019,중복암,남,40~44,259
신규등록자,2019,중복암,남,45~49,447
신규등록자,2019,중복암,남,50~54,702
신규등록자,2019,중복암,남,55~59,1322
신규등록자,2019,중복암,남,60~64,2131
신규등록자,2019,중복암,남,65~69,2486
신규등록자,2019,중복암,남,70~74,3023
신규등록자,2019,중복암,남,75~79,3022
신규등록자,2019,중복암,남,80~84,1894
신규등록자,2019,중복암,남,85~89,635
신규등록자,2019,중복암,남,90~94,150
신규등록자,2019,중복암,남,95~99,19
신규등록자,2019,중복암,남,100 이상,2
신규등록자,2019,중복암,여,0~4,18
신규등록자,2019,중복암,여,5~9,17
신규등록자,2019,중복암,여,10~14,19
신규등록자,2019,중복암,여,15~19,22
신규등록자,2019,중복암,여,20~24,52
신규등록자,2019,중복암,여,25~29,112
신규등록자,2019,중복암,여,30~34,225
신규등록자,2019,중복암,여,35~39,522
신규등록자,2019,중복암,여,40~44,863
신규등록자,2019,중복암,여,45~49,1283
신규등록자,2019,중복암,여,50~54,1453
신규등록자,2019,중복암,여,55~59,1702
신규등록자,2019,중복암,여,60~64,1791
신규등록자,2019,중복암,여,65~69,1421
신규등록자,2019,중복암,여,70~74,1367
신규등록자,2019,중복암,여,75~79,1262
신규등록자,2019,중복암,여,80~84,846
신규등록자,2019,중복암,여,85~89,377
신규등록자,2019,중복암,여,90~94,89
신규등록자,2019,중복암,여,95~99,13
신규등록자,2019,중복암,여,100 이상,1
신규등록자,2020,중복암,남,0~4,13
신규등록자,2020,중복암,남,5~9,20
신규등록자,2020,중복암,남,10~14,34
신규등록자,2020,중복암,남,15~19,47
신규등록자,2020,중복암,남,20~24,59
신규등록자,2020,중복암,남,25~29,84
신규등록자,2020,중복암,남,30~34,106
신규등록자,2020,중복암,남,35~39,170
신규등록자,2020,중복암,남,40~44,265
신규등록자,2020,중복암,남,45~49,402
신규등록자,2020,중복암,남,50~54,691
신규등록자,2020,중복암,남,55~59,1271
신규등록자,2020,중복암,남,60~64,2164
신규등록자,2020,중복암,남,65~69,2805
신규등록자,2020,중복암,남,70~74,3167
신규등록자,2020,중복암,남,75~79,3057
신규등록자,2020,중복암,남,80~84,2030
신규등록자,2020,중복암,남,85~89,787
신규등록자,2020,중복암,남,90~94,157
신규등록자,2020,중복암,남,95~99,12
신규등록자,2020,중복암,남,100 이상,2
신규등록자,2020,중복암,여,0~4,11
신규등록자,2020,중복암,여,5~9,14
신규등록자,2020,중복암,여,10~14,22
신규등록자,2020,중복암,여,15~19,25
신규등록자,2020,중복암,여,20~24,54
신규등록자,2020,중복암,여,25~29,131
신규등록자,2020,중복암,여,30~34,229
신규등록자,2020,중복암,여,35~39,450
신규등록자,2020,중복암,여,40~44,834
신규등록자,2020,중복암,여,45~49,1267
신규등록자,2020,중복암,여,50~54,1495
신규등록자,2020,중복암,여,55~59,1582
신규등록자,2020,중복암,여,60~64,1870
신규등록자,2020,중복암,여,65~69,1474
신규등록자,2020,중복암,여,70~74,1432
신규등록자,2020,중복암,여,75~79,1321
신규등록자,2020,중복암,여,80~84,917
신규등록자,2020,중복암,여,85~89,430
신규등록자,2020,중복암,여,90~94,92
신규등록자,2020,중복암,여,95~99,10
신규등록자,2020,중복암,여,100 이상,0
신규등록자,2021,중복암,남,0~4,17
신규등록자,2021,중복암,남,5~9,18
신규등록자,2021,중복암,남,10~14,33
신규등록자,2021,중복암,남,15~19,39
신규등록자,2021,중복암,남,20~24,72
신규등록자,2021,중복암,남,25~29,90
신규등록자,2021,중복암,남,30~34,115
신규등록자,2021,중복암,남,35~39,208
신규등록자,2021,중복암,남,40~44,339
신규등록자,2021,중복암,남,45~49,425
신규등록자,2021,중복암,남,50~54,768
신규등록자,2021,중복암,남,55~59,1296
신규등록자,2021,중복암,남,60~64,2375
신규등록자,2021,중복암,남,65~69,3112
신규등록자,2021,중복암,남,70~74,3434
신규등록자,2021,중복암,남,75~79,3291
신규등록자,2021,중복암,남,80~84,2398
신규등록자,2021,중복암,남,85~89,897
신규등록자,2021,중복암,남,90~94,170
신규등록자,2021,중복암,남,95~99,21
신규등록자,2021,중복암,남,100 이상,2
신규등록자,2021,중복암,여,0~4,5
신규등록자,2021,중복암,여,5~9,19
신규등록자,2021,중복암,여,10~14,21
신규등록자,2021,중복암,여,15~19,43
신규등록자,2021,중복암,여,20~24,52
신규등록자,2021,중복암,여,25~29,157
신규등록자,2021,중복암,여,30~34,274
신규등록자,2021,중복암,여,35~39,552
신규등록자,2021,중복암,여,40~44,910
신규등록자,2021,중복암,여,45~49,1338
신규등록자,2021,중복암,여,50~54,1686
신규등록자,2021,중복암,여,55~59,1647
신규등록자,2021,중복암,여,60~64,2166
신규등록자,2021,중복암,여,65~69,1878
신규등록자,2021,중복암,여,70~74,1583
신규등록자,2021,중복암,여,75~79,1423
신규등록자,2021,중복암,여,80~84,1071
신규등록자,2021,중복암,여,85~89,487
신규등록자,2021,중복암,여,90~94,109
신규등록자,2021,중복암,여,95~99,21
신규등록자,2021,중복암,여,100 이상,2
신규등록자,2022,중복암,남,0~4,11
신규등록자,2022,중복암,남,5~9,15
신규등록자,2022,중복암,남,10~14,23
신규등록자,2022,중복암,남,15~19,28
신규등록자,2022,중복암,남,20~24,50
신규등록자,2022,중복암,남,25~29,83
신규등록자,2022,중복암,남,30~34,96
신규등록자,2022,중복암,남,35~39,139
신규등록자,2022,중복암,남,40~44,271
신규등록자,2022,중복암,남,45~49,342
신규등록자,2022,중복암,남,50~54,663
신규등록자,2022,중복암,남,55~59,1184
신규등록자,2022,중복암,남,60~64,2207
신규등록자,2022,중복암,남,65~69,3028
신규등록자,2022,중복암,남,70~74,3473
신규등록자,2022,중복암,남,75~79,3263
신규등록자,2022,중복암,남,80~84,2669
신규등록자,2022,중복암,남,85~89,1033
신규등록자,2022,중복암,남,90~94,178
신규등록자,2022,중복암,남,95~99,23
신규등록자,2022,중복암,남,100 이상,0
신규등록자,2022,중복암,여,0~4,12
신규등록자,2022,중복암,여,5~9,19
신규등록자,2022,중복암,여,10~14,26
신규등록자,2022,중복암,여,15~19,19
신규등록자,2022,중복암,여,20~24,55
신규등록자,2022,중복암,여,25~29,136
신규등록자,2022,중복암,여,30~34,291
신규등록자,2022,중복암,여,35~39,435
신규등록자,2022,중복암,여,40~44,919
신규등록자,2022,중복암,여,45~49,1277
신규등록자,2022,중복암,여,50~54,1721
신규등록자,2022,중복암,여,55~59,1581
신규등록자,2022,중복암,여,60~64,2010
신규등록자,2022,중복암,여,65~69,1857
신규등록자,2022,중복암,여,70~74,1601
신규등록자,2022,중복암,여,75~79,1305
신규등록자,2022,중복암,여,80~84,1104
신규등록자,2022,중복암,여,85~89,505
신규등록자,2022,중복암,여,90~94,130
신규등록자,2022,중복암,여,95~99,12
신규등록자,2022,중복암,여,100 이상,1
신규등록자,2023,중복암,남,0~4,10
신규등록자,2023,중복암,남,5~9,16
신규등록자,2023,중복암,남,10~14,16
신규등록자,2023,중복암,남,15~19,28
신규등록자,2023,중복암,남,20~24,42
신규등록자,2023,중복암,남,25~29,68
신규등록자,2023,중복암,남,30~34,89
신규등록자,2023,중복암,남,35~39,136
신규등록자,2023,중복암,남,40~44,261
신규등록자,2023,중복암,남,45~49,393
신규등록자,2023,중복암,남,50~54,737
신규등록자,2023,중복암,남,55~59,1188
신규등록자,2023,중복암,남,60~64,2267
신규등록자,2023,중복암,남,65~69,3370
신규등록자,2023,중복암,남,70~74,3632
신규등록자,2023,중복암,남,75~79,3617
신규등록자,2023,중복암,남,80~84,2767
신규등록자,2023,중복암,남,85~89,1078
신규등록자,2023,중복암,남,90~94,227
신규등록자,2023,중복암,남,95~99,29
신규등록자,2023,중복암,남,100 이상,3
신규등록자,2023,중복암,여,0~4,4
신규등록자,2023,중복암,여,5~9,19
신규등록자,2023,중복암,여,10~14,18
신규등록자,2023,중복암,여,15~19,22
신규등록자,2023,중복암,여,20~24,48
신규등록자,2023,중복암,여,25~29,135
신규등록자,2023,중복암,여,30~34,275
신규등록자,2023,중복암,여,35~39,440
신규등록자,2023,중복암,여,40~44,1002
신규등록자,2023,중복암,여,45~49,1358
신규등록자,2023,중복암,여,50~54,1766
신규등록자,2023,중복암,여,55~59,1660
신규등록자,2023,중복암,여,60~64,2030
신규등록자,2023,중복암,여,65~69,1957
신규등록자,2023,중복암,여,70~74,1635
신규등록자,2023,중복암,여,75~79,1530
신규등록자,2023,중복암,여,80~84,1215
신규등록자,2023,중복암,여,85~89,532
신규등록자,2023,중복암,여,90~94,145
신규등록자,2023,중복암,여,95~99,27
신규등록자,2023,중복암,여,100 이상,3
연도말 적용자,2015,중증화상,남,0~4,994
연도말 적용자,2015,중증화상,남,5~9,202
연도말 적용자,2015,중증화상,남,10~14,102
연도말 적용자,2015,중증화상,남,15~19,159
연도말 적용자,2015,중증화상,남,20~24,238
연도말 적용자,2015,중증화상,남,25~29,240
연도말 적용자,2015,중증화상,남,30~34,286
연도말 적용자,2015,중증화상,남,35~39,282
연도말 적용자,2015,중증화상,남,40~44,305
연도말 적용자,2015,중증화상,남,45~49,358
연도말 적용자,2015,중증화상,남,50~54,365
연도말 적용자,2015,중증화상,남,55~59,393
연도말 적용자,2015,중증화상,남,60~64,287
연도말 적용자,2015,중증화상,남,65~69,166
연도말 적용자,2015,중증화상,남,70~74,134
연도말 적용자,2015,중증화상,남,75~79,101
연도말 적용자,2015,중증화상,남,80~84,49
연도말 적용자,2015,중증화상,남,85~89,10
연도말 적용자,2015,중증화상,남,90~94,4
연도말 적용자,2015,중증화상,남,95~99,0
연도말 적용자,2015,중증화상,남,100 이상,0
연도말 적용자,2015,중증화상,여,0~4,698
연도말 적용자,2015,중증화상,여,5~9,161
연도말 적용자,2015,중증화상,여,10~14,86
연도말 적용자,2015,중증화상,여,15~19,126
연도말 적용자,2015,중증화상,여,20~24,175
연도말 적용자,2015,중증화상,여,25~29,169
연도말 적용자,2015,중증화상,여,30~34,206
연도말 적용자,2015,중증화상,여,35~39,201
연도말 적용자,2015,중증화상,여,40~44,257
연도말 적용자,2015,중증화상,여,45~49,317
연도말 적용자,2015,중증화상,여,50~54,435
연도말 적용자,2015,중증화상,여,55~59,434
연도말 적용자,2015,중증화상,여,60~64,312
연도말 적용자,2015,중증화상,여,65~69,228
연도말 적용자,2015,중증화상,여,70~74,200
연도말 적용자,2015,중증화상,여,75~79,157
연도말 적용자,2015,중증화상,여,80~84,96
연도말 적용자,2015,중증화상,여,85~89,41
연도말 적용자,2015,중증화상,여,90~94,8
연도말 적용자,2015,중증화상,여,95~99,0
연도말 적용자,2015,중증화상,여,100 이상,0
연도말 적용자,2016,중증화상,남,0~4,1149
연도말 적용자,2016,중증화상,남,5~9,216
연도말 적용자,2016,중증화상,남,10~14,148
연도말 적용자,2016,중증화상,남,15~19,183
연도말 적용자,2016,중증화상,남,20~24,313
연도말 적용자,2016,중증화상,남,25~29,275
연도말 적용자,2016,중증화상,남,30~34,304
연도말 적용자,2016,중증화상,남,35~39,328
연도말 적용자,2016,중증화상,남,40~44,336
연도말 적용자,2016,중증화상,남,45~49,421
연도말 적용자,2016,중증화상,남,50~54,468
연도말 적용자,2016,중증화상,남,55~59,513
연도말 적용자,2016,중증화상,남,60~64,376
연도말 적용자,2016,중증화상,남,65~69,254
연도말 적용자,2016,중증화상,남,70~74,144
연도말 적용자,2016,중증화상,남,75~79,112
연도말 적용자,2016,중증화상,남,80~84,74
연도말 적용자,2016,중증화상,남,85~89,15
연도말 적용자,2016,중증화상,남,90~94,6
연도말 적용자,2016,중증화상,남,95~99,1
연도말 적용자,2016,중증화상,남,100 이상,0
연도말 적용자,2016,중증화상,여,0~4,779
연도말 적용자,2016,중증화상,여,5~9,238
연도말 적용자,2016,중증화상,여,10~14,113
연도말 적용자,2016,중증화상,여,15~19,142
연도말 적용자,2016,중증화상,여,20~24,259
연도말 적용자,2016,중증화상,여,25~29,219
연도말 적용자,2016,중증화상,여,30~34,257
연도말 적용자,2016,중증화상,여,35~39,287
연도말 적용자,2016,중증화상,여,40~44,307
연도말 적용자,2016,중증화상,여,45~49,384
연도말 적용자,2016,중증화상,여,50~54,453
연도말 적용자,2016,중증화상,여,55~59,533
연도말 적용자,2016,중증화상,여,60~64,386
연도말 적용자,2016,중증화상,여,65~69,247
연도말 적용자,2016,중증화상,여,70~74,209
연도말 적용자,2016,중증화상,여,75~79,202
연도말 적용자,2016,중증화상,여,80~84,121
연도말 적용자,2016,중증화상,여,85~89,46
연도말 적용자,2016,중증화상,여,90~94,9
연도말 적용자,2016,중증화상,여,95~99,2
연도말 적용자,2016,중증화상,여,100 이상,0
연도말 적용자,2017,중증화상,남,0~4,1380
연도말 적용자,2017,중증화상,남,5~9,286
연도말 적용자,2017,중증화상,남,10~14,176
연도말 적용자,2017,중증화상,남,15~19,188
연도말 적용자,2017,중증화상,남,20~24,367
연도말 적용자,2017,중증화상,남,25~29,408
연도말 적용자,2017,중증화상,남,30~34,367
연도말 적용자,2017,중증화상,남,35~39,404
연도말 적용자,2017,중증화상,남,40~44,421
연도말 적용자,2017,중증화상,남,45~49,480
연도말 적용자,2017,중증화상,남,50~54,501
연도말 적용자,2017,중증화상,남,55~59,615
연도말 적용자,2017,중증화상,남,60~64,430
연도말 적용자,2017,중증화상,남,65~69,317
연도말 적용자,2017,중증화상,남,70~74,173
연도말 적용자,2017,중증화상,남,75~79,163
연도말 적용자,2017,중증화상,남,80~84,84
연도말 적용자,2017,중증화상,남,85~89,34
연도말 적용자,2017,중증화상,남,90~94,6
연도말 적용자,2017,중증화상,남,95~99,0
연도말 적용자,2017,중증화상,남,100 이상,0
연도말 적용자,2017,중증화상,여,0~4,966
연도말 적용자,2017,중증화상,여,5~9,294
연도말 적용자,2017,중증화상,여,10~14,168
연도말 적용자,2017,중증화상,여,15~19,213
연도말 적용자,2017,중증화상,여,20~24,333
연도말 적용자,2017,중증화상,여,25~29,305
연도말 적용자,2017,중증화상,여,30~34,292
연도말 적용자,2017,중증화상,여,35~39,390
연도말 적용자,2017,중증화상,여,40~44,374
연도말 적용자,2017,중증화상,여,45~49,471
연도말 적용자,2017,중증화상,여,50~54,474
연도말 적용자,2017,중증화상,여,55~59,669
연도말 적용자,2017,중증화상,여,60~64,513
연도말 적용자,2017,중증화상,여,65~69,338
연도말 적용자,2017,중증화상,여,70~74,215
연도말 적용자,2017,중증화상,여,75~79,238
연도말 적용자,2017,중증화상,여,80~84,163
연도말 적용자,2017,중증화상,여,85~89,69
연도말 적용자,2017,중증화상,여,90~94,11
연도말 적용자,2017,중증화상,여,95~99,1
연도말 적용자,2017,중증화상,여,100 이상,0
연도말 적용자,2018,중증화상,남,0~4,1336
연도말 적용자,2018,중증화상,남,5~9,307
연도말 적용자,2018,중증화상,남,10~14,229
연도말 적용자,2018,중증화상,남,15~19,267
연도말 적용자,2018,중증화상,남,20~24,418
연도말 적용자,2018,중증화상,남,25~29,444
연도말 적용자,2018,중증화상,남,30~34,409
연도말 적용자,2018,중증화상,남,35~39,480
연도말 적용자,2018,중증화상,남,40~44,445
연도말 적용자,2018,중증화상,남,45~49,538
연도말 적용자,2018,중증화상,남,50~54,625
연도말 적용자,2018,중증화상,남,55~59,627
연도말 적용자,2018,중증화상,남,60~64,554
연도말 적용자,2018,중증화상,남,65~69,331
연도말 적용자,2018,중증화상,남,70~74,215
연도말 적용자,2018,중증화상,남,75~79,156
연도말 적용자,2018,중증화상,남,80~84,76
연도말 적용자,2018,중증화상,남,85~89,28
연도말 적용자,2018,중증화상,남,90~94,6
연도말 적용자,2018,중증화상,남,95~99,1
연도말 적용자,2018,중증화상,남,100 이상,0
연도말 적용자,2018,중증화상,여,0~4,946
연도말 적용자,2018,중증화상,여,5~9,319
연도말 적용자,2018,중증화상,여,10~14,198
연도말 적용자,2018,중증화상,여,15~19,207
연도말 적용자,2018,중증화상,여,20~24,458
연도말 적용자,2018,중증화상,여,25~29,452
연도말 적용자,2018,중증화상,여,30~34,355
연도말 적용자,2018,중증화상,여,35~39,511
연도말 적용자,2018,중증화상,여,40~44,485
연도말 적용자,2018,중증화상,여,45~49,651
연도말 적용자,2018,중증화상,여,50~54,704
연도말 적용자,2018,중증화상,여,55~59,786
연도말 적용자,2018,중증화상,여,60~64,712
연도말 적용자,2018,중증화상,여,65~69,385
연도말 적용자,2018,중증화상,여,70~74,311
연도말 적용자,2018,중증화상,여,75~79,263
연도말 적용자,2018,중증화상,여,80~84,173
연도말 적용자,2018,중증화상,여,85~89,85
연도말 적용자,2018,중증화상,여,90~94,17
연도말 적용자,2018,중증화상,여,95~99,2
연도말 적용자,2018,중증화상,여,100 이상,0
연도말 적용자,2019,중증화상,남,0~4,1480
연도말 적용자,2019,중증화상,남,5~9,393
연도말 적용자,2019,중증화상,남,10~14,300
연도말 적용자,2019,중증화상,남,15~19,319
연도말 적용자,2019,중증화상,남,20~24,520
연도말 적용자,2019,중증화상,남,25~29,598
연도말 적용자,2019,중증화상,남,30~34,458
연도말 적용자,2019,중증화상,남,35~39,545
연도말 적용자,2019,중증화상,남,40~44,521
연도말 적용자,2019,중증화상,남,45~49,597
연도말 적용자,2019,중증화상,남,50~54,663
연도말 적용자,2019,중증화상,남,55~59,727
연도말 적용자,2019,중증화상,남,60~64,656
연도말 적용자,2019,중증화상,남,65~69,407
연도말 적용자,2019,중증화상,남,70~74,236
연도말 적용자,2019,중증화상,남,75~79,186
연도말 적용자,2019,중증화상,남,80~84,113
연도말 적용자,2019,중증화상,남,85~89,29
연도말 적용자,2019,중증화상,남,90~94,6
연도말 적용자,2019,중증화상,남,95~99,0
연도말 적용자,2019,중증화상,남,100 이상,0
연도말 적용자,2019,중증화상,여,0~4,1067
연도말 적용자,2019,중증화상,여,5~9,455
연도말 적용자,2019,중증화상,여,10~14,281
연도말 적용자,2019,중증화상,여,15~19,316
연도말 적용자,2019,중증화상,여,20~24,539
연도말 적용자,2019,중증화상,여,25~29,563
연도말 적용자,2019,중증화상,여,30~34,483
연도말 적용자,2019,중증화상,여,35~39,645
연도말 적용자,2019,중증화상,여,40~44,617
연도말 적용자,2019,중증화상,여,45~49,725
연도말 적용자,2019,중증화상,여,50~54,884
연도말 적용자,2019,중증화상,여,55~59,946
연도말 적용자,2019,중증화상,여,60~64,877
연도말 적용자,2019,중증화상,여,65~69,551
연도말 적용자,2019,중증화상,여,70~74,358
연도말 적용자,2019,중증화상,여,75~79,296
연도말 적용자,2019,중증화상,여,80~84,206
연도말 적용자,2019,중증화상,여,85~89,97
연도말 적용자,2019,중증화상,여,90~94,31
연도말 적용자,2019,중증화상,여,95~99,3
연도말 적용자,2019,중증화상,여,100 이상,0
연도말 적용자,2020,중증화상,남,0~4,1444
연도말 적용자,2020,중증화상,남,5~9,497
연도말 적용자,2020,중증화상,남,10~14,325
연도말 적용자,2020,중증화상,남,15~19,299
연도말 적용자,2020,중증화상,남,20~24,517
연도말 적용자,2020,중증화상,남,25~29,706
연도말 적용자,2020,중증화상,남,30~34,609
연도말 적용자,2020,중증화상,남,35~39,668
연도말 적용자,2020,중증화상,남,40~44,629
연도말 적용자,2020,중증화상,남,45~49,608
연도말 적용자,2020,중증화상,남,50~54,680
연도말 적용자,2020,중증화상,남,55~59,686
연도말 적용자,2020,중증화상,남,60~64,725
연도말 적용자,2020,중증화상,남,65~69,399
연도말 적용자,2020,중증화상,남,70~74,233
연도말 적용자,2020,중증화상,남,75~79,184
연도말 적용자,2020,중증화상,남,80~84,104
연도말 적용자,2020,중증화상,남,85~89,48
연도말 적용자,2020,중증화상,남,90~94,16
연도말 적용자,2020,중증화상,남,95~99,1
연도말 적용자,2020,중증화상,남,100 이상,0
연도말 적용자,2020,중증화상,여,0~4,996
연도말 적용자,2020,중증화상,여,5~9,552
연도말 적용자,2020,중증화상,여,10~14,343
연도말 적용자,2020,중증화상,여,15~19,275
연도말 적용자,2020,중증화상,여,20~24,599
연도말 적용자,2020,중증화상,여,25~29,697
연도말 적용자,2020,중증화상,여,30~34,561
연도말 적용자,2020,중증화상,여,35~39,678
연도말 적용자,2020,중증화상,여,40~44,711
연도말 적용자,2020,중증화상,여,45~49,831
연도말 적용자,2020,중증화상,여,50~54,850
연도말 적용자,2020,중증화상,여,55~59,873
연도말 적용자,2020,중증화상,여,60~64,777
연도말 적용자,2020,중증화상,여,65~69,548
연도말 적용자,2020,중증화상,여,70~74,385
연도말 적용자,2020,중증화상,여,75~79,284
연도말 적용자,2020,중증화상,여,80~84,225
연도말 적용자,2020,중증화상,여,85~89,98
연도말 적용자,2020,중증화상,여,90~94,19
연도말 적용자,2020,중증화상,여,95~99,3
연도말 적용자,2020,중증화상,여,100 이상,0
연도말 적용자,2021,중증화상,남,0~4,66
연도말 적용자,2021,중증화상,남,5~9,23
연도말 적용자,2021,중증화상,남,10~14,22
연도말 적용자,2021,중증화상,남,15~19,18
연도말 적용자,2021,중증화상,남,20~24,34
연도말 적용자,2021,중증화상,남,25~29,49
